sentence_id	sentence	sentence_domain	source
405682c6e9162eaa5398471e49fad647f89a16170c2ef1b94855d7eb7c73820d	בזמן ההתנתקות עמד בחור וחילק כרוזים בכביש		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
4058ac33e0ba61dd56b1255de8c3d3b656fc74521b8d741bb90cd9ef47fc5139	היתה שחקנית תיאטרון עד לא מזמן באנגליה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181452.doc
4058eed901cf5f51287548cef2ce3e9cbf9eb71def3b46b5b49377a229f165a0	ראינו פעמים רבות שהתשובות מוכנות מראש		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
4066bf0fb0af2234e8ee58d5ae4ae6ec7ae90aec0d105d00742c6b2a403d7579	אני גם לא הפעלתי שרירות לב		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129173.doc
4067eddca9470bfcb8c4024fc74efba5520d2c3e34f22e0e1546286753498fc3	אני יודע שניגשת לנושא הזה בהרבה מאוד אחריות ובהרבה מאוד אמונה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
406c29fd16d1130c4124edb73687b1998e76c22f8549a8c5911ebee87602d23f	"החלה לשחק בסדרת הטלוויזיה ""כפולה"", בתפקיד כפול"		https://he.wikipedia.org/wiki/%D7%A0%D7%95%D7%A2%D7%94_%D7%A7%D7%99%D7%A8%D7%9C
407229e8c570c496833b967db251cc4ab15386e9c0664d43f73341186239c9c1	בואי ניקח את המודל האוסטרלי - מה הבטחת		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
40753e5fdb6d146979593a6d8d3e973b022628c7396d1aa1a8ecf78deb564f3b	חזרתי הביתה למשק ודיברתי עם הבנים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
40765f0eb969ecbc48bb8d100141d71bebf3212ab9edd4c9d092d8923210bb9c	תּוֹחֶ֣לֶת מְ֭מֻשָּׁכָה מַחֲלָה־לֵ֑ב וְעֵ֥ץ חַ֝יִּ֗ים תַּאֲוָ֥ה בָאָֽה׃		book of proverbs
407a7d29569b6fef1b8cd76ac2274b6093f37674fd84460ae0852c1f3d15ffa9	אם אין תוכנית שאומרת שבקרוב יפתחו את שדה התעופה בעטרות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129150.doc
407b1b937150dccba1b29f3b338a6780ce0ee86901eacd38cf66f97de911ea55	עֲנֵ֣ה כְ֭סִיל כְּאִוַּלְתּ֑וֹ פֶּן־יִהְיֶ֖ה חָכָ֣ם בְּעֵינָֽיו׃		book of proverbs
408af6a2b4f95ca18ce8a1f94af566dbcc006ab7d7006fd73eae48be7194ade1	כי אחרי השתייה הם עוד נוסעים ונוהגים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
4091a5e817d3053480d3d8f0056bd6aeebe702fd41921523494e3ebd0f7a610e	אלף אלפים. מיליון מיליונים 		ציטוט עצמי
4097f60da101e4388ace3eb75776fb71711360f0dfceec2e1991ab86177963ae	הֲ‍ֽלוֹא־יִ֭תְעוּ חֹ֣רְשֵׁי רָ֑ע וְחֶ֥סֶד וֶ֝אֱמֶ֗ת חֹ֣רְשֵׁי טֽוֹב׃		book of proverbs
409a1461dc0bae805876f633ba06d41dcdbf30ac5b9ff8a55f3463422e2cb1a5	שניהם בתי-חולים ממשלתיים, אין ברירה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
409b0040e0e5c530bf802994ab10416ee4120044e56ad047ac55f72a3897b2d2	מתן רשיונות להפעלת קווי שירות בתחבורה ציבורית ובאוטובוסים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
40c3810da17315ddf445174d17be2fc97d9d7de7b65a5af096cdc24fcea79ac1	רק בגלל הגיל הוא לא נותח		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
40c39a9f6db479b5ebf51f720e4871f421ee9882f10b81609221a4c7f003fe66	"""ה""חיזבאללה"" התגלה כגוף לבנוני הפועל נגד לבנון"""		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc
40c49a1c7e46a374f3aeef5c20964ed0040bdaf6cbabb3d359becbb30acb7320	הקליפ של עומר אדם ואגם בוחבוט ביוטיוב מאוד וויראלים		ציטוט עצמי
40c9d85835a5e6e4f7f4c97ac51e8d79279a77ef6fc867a482148c4092f8cc02	המקום היחידי שבו זכאותו יכולה לצאת לאור		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175816.doc
40cae6115049a7138b6950c668668b1efc559684a23483fbe6d3e8c0eb52e9e4	לא שום שיקול אחר - גם לא הרצון שידעו על זה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
40e1632d5d013965a7a14fa8376d4845828e05b53f446f4352a36f19b9b66d57	וזאת במיוחד לאור העובדה כי היקף פעילות החירום ירד במרוצת החודשים האחרונים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc
40e9ae5078b7dbad6c47013a4948a3f21106c7230f65e4952f9fbdbb7b392e7c	אחרי שהוא מסית ומביא חמשת אלפים שוטרים לירושלים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
40f76e8402257711695056b660b4d3b67a9a7e3db672bd9723404debd868be4c	כלום לא השתנה חוץ מזה שהוסיפו כאן עוד שולחן		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
41022049527376d83ebd79fe16c666b77f1e74eddf6c2c1532ed4543ee6d433e	מתברר שהחל מאחד בינואר אלפיים ושתים עשרה עובדים ועובדות סוציאליים חדשים שיבחרו לעבוד		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
4102b04e240926714b76d14b539ab430cbe1d6ca6c0687ae0703b5d6d9602f7c	אנחנו מוצאים תופעה שהציגו מבצע שקיות לחיים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc
4103e678f85a6e652f14782e9a27727b3c68dd7fe7b8cb11136d2e9c690206f0	בדבר אופן הפנייה אל בית-המשפט		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
4105ffe38b025eb1fd0a37718e7df449b2c8d70100bf57afc55d690a0a7bed1f	"""תצא מ""בנייני האומה"" תהלוכת מחאה נגד התוכנית הכלכלית"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc
410a7050cb076a908688a2544193e902cadacbd6efba5699a17e40fd3e6ea925	דְּבַר־שֶׁ֭קֶר יִשְׂנָ֣א צַדִּ֑יק וְ֝רָשָׁ֗ע יַבְאִ֥ישׁ וְיַחְפִּֽיר׃		book of proverbs
410c83c7c4293c0175a8d017664ac5fedb3db756415fc25349b2017915e07274	מבצע קדש, ששת הימים, יום הכיפורים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
41167fe38f5b736c374e7dab7f8e62b77861a76df50b8f993d6ef6aab702f423	בין אלה החוגגים בריקודים בישיבה ובין אלה החוגגים אחרת במרכז העיר		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc
411b5ec7296105d6ae0a81c91700011e0e605244137e03f439a26454d67faa5e	כָּל־ר֭וּחוֹ יוֹצִ֣יא כְסִ֑יל וְ֝חָכָ֗ם בְּאָח֥וֹר יְשַׁבְּחֶֽנָּה׃		book of proverbs
4124d6eadaf92b9eae00e37982140d08fb5043d7e27cf272f959b1d339bdd1da	ביהודה ושומרון אנחנו מצויים במצב שונה לחלוטין		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
414184592f90eeeeb7e371d6143361cdf6b824539fc510cc31817858fe6d4e59	בחלק גדול מהמקומות מדובר במחסור חמור מאוד בציוד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
41520491b862023885bca25dc7ed181ba0fd01e14ba7387e46c2250cf7c2182e	אני חושב שבעניין הזה צריך לעשות מעשה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
4168cbbe2bfdd28ab20987eef938352a0d7c702f9c042d2be00b50d12c8c7db7	לפני שפנו למציעים לשאול מה הם מציעים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
416dbcc3c86a2c6d5e2c4270d960ef13a7432908db6a28ab284b91710c580f05	גַּ֤ם אֱוִ֣יל מַ֭חֲרִישׁ חָכָ֣ם יֵחָשֵׁ֑ב אֹטֵ֖ם שְׂפָתָ֣יו נָבֽוֹן׃		book of proverbs
417b9c3cdfb70a06349239bd4e019f509115ed2430d6199f0fa5f734d3d73e2c	אלא לגבי משבר ועניין שמחייב טיפול מיידי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
417d23023fe087a16f4c81d19790ada8b311bd410103ce16247f0a939af50163	אני לא מקל ראש בבעיות הרפואיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc
4180b42557d7df423fb5af404ea850d1afc16e5255b380edcaf08a5d073a915f	דחף אוכלוסיות שלמות לצאת ממעגל העבודה ולהיכנס למעגל הסעד והתלות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129173.doc
41834ba2da3dbe766233f76e4dde25724e0e58edc23f0cf1ed8d7ddc399bae4d	בְּאֹֽרַח־צְדָקָ֥ה אֲהַלֵּ֑ך בְּ֝ת֗וֹךְ נְתִיב֥וֹת מִשְׁפָּֽט׃		book of proverbs
4184c16464880d19f1dfd6b5982a2c62df5a9c7e15babe7b4012d18b623f8e69	המשתתפים בתוכנית משתייכים לאוכלוסיית מקבלי גמלת הבטחה הכנסה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
4187c31aa050823105e93062a8b15e1e97005f327d32ba1fde8407e76dbce3b5	פִּ֭יהָ פָּתְחָ֣ה בְחָכְמָ֑ה וְתֽוֹרַת־חֶ֝֗סֶד עַל־לְשׁוֹנָֽהּ׃		book of proverbs
418ec275d33e392e9ec4d321c85b2ff926f0fdb351daeb6872c96064df53c2e0	מתן הרשיון מותנה בעמידה בתנאי בטיחות ותברואה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
4194bd0574dc05c0a67c365d81754d0e90cb7262151586db3b9ed04156fcd25b	הִ֭טַּתּוּ בְּרֹ֣ב לִקְחָ֑הּ בְּחֵ֥לֶק שְׂ֝פָתֶ֗יהָ תַּדִּיחֶֽנּוּ׃		book of proverbs
41b38b3dcaad8f61bda51bc9b530c676e71ee13be1ed7804a20d5902bcd88f20	שהציל את חייו של הנשיא הסורי החולה - לנהוג במידת הרחמים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
41b784271e347b6db370fea8d06053bfaa142baa0a8a2aa00ca442263dd00a27	וסליחה שאני לא נורא מתרגשת מהביקור האחרון באיטליה ומהביקור הבא בפולין		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
41ba309c9d34c0a84957b09bd7010df459e5ab526838b71d7703027cf7c6f0d2	ונענתה בחפץ לב לקריאות להיענות לקמפיין ההתחסנות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc
41be45b55405116241267197cc00d06f20f02d16bd20eeb21ab3ac282a69afec	חֲנֹ֣ךְ לַ֭נַּעַר עַל־פִּ֣י דַרְכּ֑וֹ גַּ֥ם כִּֽי־יַ֝זְקִ֗ין לֹֽא־יָס֥וּר מִמֶּֽנָּה׃		book of proverbs
41c4f5fc2236999664053ed3427d914ed3307ad404daa905efdb5441afef59c3	אני אתן דוגמה עוד הרבה יותר קיצונית מהדוגמאות שאתה נתת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
41d0c91995dd8ab56f4cfa8bad0f497fc857498b1bcbee6cb20c838f9ea69e5b	בחנות שקם אלקטריק שהיא חנות חשמל אפשר למצוא מקררים ומקפאים 		ציטוט עצמי
41d79324fa4189add3f35ba6cad591b1dde5b2f674eec198080358be2f4e0736	התשובה שנתת לגבי העובדים היא בלתי מספקת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
41d9a629f01543c0e0e7685288c79b5d1e4bb7fc05a9b8dc4043f18389e6e658	להצטרף לשירות לאומי או שירות קהילתי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
41e75a8df5a8c2fa889da5ec5962c315f642a71c74a57b18bf0549b19aee4d7a	או עשויה לראות לשכת עורכי-הדין		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc
41e99eacf474fdd8b4e9a795b1810959d52f2d4fc917093510e1df04340ccd6b	אנחנו נשקול איזה אמצעים נוספים לנקוט		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
41ed1fc5c4acc3e45269fc802fc7c75d17b3825617fa460108fc9695040e7417	כי המשך הליכי החקיקה ייעשו בתיאום		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc
42027a99928c82e1e5242c2d03188d20a3bca895a451092a17113952b81b97da	המידע שהוא שלח היה מדויק להפליא - כל כך מדויק להפליא		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
42064d6335cf5cc78c73ef3f1a28cf8a1178102f5fb25e902f043180ef7ced5b	זה מוביל לדברים איומים ונוראים אם לא מקדישים מספיק זמן		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc
422ff9ddbeb8a9cabf569e7eaee369a6a0272778547b94e9b81638861b8caf0a	"""לא בדקתי כמה ""ציון"" יש בנגב"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc
42455a06a38c430f456888c355b57a0fd08a9b076abee23668374b26babd4d99	אני יותר מחושש שהעולם ישלם מס שפתיים ואנחנו נצטרך לטפל בזה בעצמנו		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc
424cfdf7251615565eb398942e9a65d9cc7203eeb65acd0649b9905c02049bfa	הלב אינו מכיל את מה שהשכל משיג		https://he.wikiquote.org/wiki/%D7%96%D7%99%D7%92%D7%9E%D7%95%D7%A0%D7%93_%D7%A4%D7%A8%D7%95%D7%99%D7%93
424e3f5d86863056fc73f2ebbb7ce158a97ecfc1241769344d72216107e81616	הַ֭נְּמָלִים עַ֣ם לֹא־עָ֑ז וַיָּכִ֖ינוּ בַקַּ֣יִץ לַחְמָֽם׃		book of proverbs
424eb53fc6ddeaa8106363016104a82a17351b04fb715520e38f2acc85c84efc	הוא לא כתב ספרים או המציא המצאות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
42549fac2fbe76acfb170bce23157505fdb57a9330cb9707748407e928c0d5b7	תה ויסוצקי לימונית לואיזה הוא מעולה 		ציטוט עצמי
425962f6c0373d9a2463cbdaf8c1ea4e72b3c465cef0f0016f169419932c1f0d	העלבת עובד ציבור - גם זה עוון		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
425bd938312f22ce99bdafb27cb5e4c26bc64c9fbf87fb267d902f4c1fa3bf21	מימון מפלגות נועד לקדם ערכים מסוימים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
4260c47f7cf2bc6161e8d9703cd28efcc24e10d071fd192e6d590d103a8957c4	ומיום ליום אנחנו מגלים כמה אנחנו מאבדים את הנוער שלנו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
426ec66172a18fe292ac6a764cd13668c606e5d409311bc0ac596d64347ff088	לִשְׁמֹ֥ר מְזִמּ֑וֹת וְ֝דַ֗עַת שְׂפָתֶ֥יךָ יִנְצֹֽרוּ׃		book of proverbs
4272e2d0f59bbece34f0e37705afc49430673795196e417da38d7ba2aeab6034	זה עניין אחר, אז איפה המסכה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
4275d1e1c0afe334c4bff968b5c32ad96d5d9a45b4b7e3f19d03406844add9b5	הבדיקות לגבי המשמעויות החברתיות, הלימודיות וכו'		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
427bea3d49a057846a7be6514cd91ee37c4d5de4b998d9cb1f656e4e3919a907	אחריות לקבלת החלטות בדבר שימוש באמצעי בטיחות מיוחדים בקווים המשמשים להסעת תלמידים; ז		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
427fa11b3e82d530142ca3e1a553b26ffafe8c287fd00ef3317037baba3a4726	תֵּ֣חַת גְּעָרָ֣ה בְמֵבִ֑ין מֵהַכּ֖וֹת כְּסִ֣יל מֵאָֽה׃		book of proverbs
42805309956ec322248379b7cdf659b62bde6ec89be79e38f9cb7c3c77a7a9d8	היא עוברת ליהודי, והיא עוברת לשכן		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
428c3be45c0abc3355db345e7f255d787fd3664d54448ea5faca7941d95b24c2	בעיית הטווח הקצר בעזה היא קשה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129684.doc
428c9756620faf355475e1a4606b2557cbc910e482c8d09d660288f27cf186e2	הוא לא הגיב ולא נענה לקריאות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
4293e1e14672b0e795537b87b476a6c2845be3d7971e79dc08f8b217d78ca3ca	שמלבד ההרוגים והפצועים יגרמו תאונות הדרכים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129174.doc
429c61ba1897f40aa35716c9f782c19bf480b903b8e41822c7e7a6886626c888	אתה לא שמת לב למשפט הפותח		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
42a05da42e14e8fdd8be30586b0644aae0cba361ec83e400edfd97f9c3eca111	מי קרא לשפוך כסף בקיץ אלפיים ושמונה בסתיו אלפיים ושמונה ובחורף אלפיים ותשע		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
42a3bfe22cee7e4dd93a2337bbe32ecb81a2d962b7a89f650dad4dbd8c4c15e8	לעת המחאה החברתית, לעת מצוקות הדיור		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
42a8cd6af29a62a1f22e8798d55048ebfbe6393f77e8c7ca7340ac712f2feb0d	בתחומי הרווחה, הקליטה, החינוך הבריאות ועוד		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc
42ab180d260383cf814b9c74e1b0121592d4bd48bfca34fc38f06e87c0e9d25d	ואז הוא לא זקוק לתחבורה ציבורית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc
42b26ab4ef52c7f69852c7c1ae5d54b8e4a4fa46e8d6ff2604e7bab95cfe00a3	ולא שהם התרוממו לכיוון המעמד העליון		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129113.doc
42c39cf96dcb1f734ba99659e501f655d46ac819869c03e8568e91b7bff626f6	אני מקווה שהאמירה הזאת לא תישאר בחלל האוויר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129651.doc
42cc3680c8a3c11c518b98fd993bb12d58a840fe961636ee2fa3b5d4ce57ebfc	"""פרוטארום"" מעסיק למעלה ממאתיים וחמישים עובדים"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
42cc52c55acf96d5905a509c3acd4100a518baa8900ce89dde45b1b3a7fab608	דְּבַ֣שׁ מָ֭צָאתָ אֱכֹ֣ל דַּיֶּ֑ךָּ פֶּן־תִּ֝שְׂבָּעֶ֗נּוּ וַהֲקֵֽאתֽוֹ׃		book of proverbs
42da581382c00d42192e3bf4246561e5362feedea8b1b84ce59950a5e4e4583a	ולא התהליך, ובמבחן התוצאה לא הצלחנו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181452.doc
42e13df642d7712721cb9be4efcedae303b8c4406affdafc8f3fd14a37dddff5	׳גּוֹל׳ ״גִּ֣יל״ ׳יָגוֹל׳ ״יָ֭גִיל״ אֲבִ֣י צַדִּ֑יק ׳יוֹלֵד׳ ״וְיוֹלֵ֥ד״ חָ֝כָ֗ם ׳וְיִשְׂמַח־יִשְׂמַח־בּֽוֹ׃׳		book of proverbs
42e69f437037d53daea9acba7c6694bb4564fd7b4247d178e080239ffadeb62c	לפעמים היא לא בדיוק מה שאנחנו המחוקקים קבענו		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc
42e7d652d3a61f35c066558db992e0e710b3bf0e5cb8f39bfe3ec16cfa2a86e1	בנקים, שנהנים מרווחי עתק, רווחי עתק		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175816.doc
42eb83b2851ea940938aa8059bf6018323b7c99996bdf1ac331e5b99dba2cb3f	ולא מספיק רק לחדד למנהלי בתי-הספר		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
4317085dd70bf54091f3c8ea932ce93ef06a0dede7781b9ba99d7d916592fd56	מביאה מינוי כלכלי קפיטליסטי ישן מהזן הבאמת-בעייתי במיוחד		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc
4323750ff4cb4f14cc851256b7f86f6e83695cac8b307e20bd8fa8010bd79499	בגב נמצא עמוד השדרה שמורכב מחוליות ובו נמצא חלק ממערכת העצבים		ציטוט עצמי
432f1dc0e13e337c2e05948f0f3f73d6c96af1d0e5f619a518be5f7057df9dd5	מהן המטרות שעומדות בראש סדר העדיפויות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
4338090e98c0af0a2a5d8b65c9d5bc15c508153117a08b8e094c388d0161b612	לְכָ֤ה נִרְוֶ֣ה דֹ֭דִים עַד־הַבֹּ֑קֶר נִ֝תְעַלְּסָ֗ה בָּאֳהָבִֽים׃		book of proverbs
4338da67afac65663f124297e2249a09e3b3d0c8eaff37bdc7c2ffb88fc23b66	ותאמינו לי שלכם יש הרבה יותר השפעה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
433fce717d7f1322b0c9191c142c87dbf763b4a942774e4befd04f2177635ee3	חיילים משוחררים זה לא רק יהודים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
43419145b0d9c2d40b324948d1973b6caf5d82e20188034c393b08d5dee77a41	שגם חברות הליסינג וגם מגרשי הרכב		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc
4342e36bf0b30f4360aaa03e1fe1579cdc4d00a23ac82fb505c39bee39adec54	ושאנחנו נמצא אוזן קשבת ונמצא תמיכה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc
434596560bedca0d079db95cf33b786ceb6f8913397f76d6a0c03eb2bdf910c5	וגם אנחנו מתרשמים שהאמירה הזאת היא אמירה לצרכים טקטיים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
4345be3228f54885a58b4839beac3004590c446caf509eca3f655853412fb6e4	העיקרון כאן לדעתי הוא עיקרון חיובי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc
434fd5b0a81f6d818a85d4526d0d8e7547d6ef1f987a3a6c4de0dc0c65e8a85b	הוא שכאשר באים לבקש משופט צו קבלת מידע		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
435ab9d2dece223697307481783b124edb5bfcef42722f99f6a813c14c810b35	הירח זרח ליד מאדים ונוגה		ציטוט עצמי
435c61c77049c030062e62eada0d43256911f64af1c936605f174404e270e0ca	להוציא שם רע לעיר זה לא הגון		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
435f2db6512d0d8db7d3a1230f2e4c64e281912090cbd14b360d21c49eea323e	תלוי בהרבה תנאים: מבנה שדה-התעופה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
4365d3b0f117e2a331ce723342a4d8e9eaa7932a95d63a9e3d8849bb54e1f115	וְלָ֤מָּה תִשְׁגֶּ֣ה בְנִ֣י בְזָרָ֑ה וּ֝תְחַבֵּ֗ק חֵ֣ק נָכְרִיָּֽה׃		book of proverbs
436cd22e14df2329c324e016b2adda1ec908d86e1b7bbd0582c622abc708a3d9	היא הביאה לאי-שוויון הגדול ביותר		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
436f3d759ff37bd41a4a450ede4b2a46c93b581362a8366300ed9ea656bca07e	כלבים. הם חברים נאמנים לאדם, אבל חתולים קלים יותר לתחזוקה		ציטוט עצמי
436f75fd2620555368dcf45173ecf1c81f33fc77527bd36bb94a396f06214351	כי זה לא המקום ולא הכבוד		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc
43790678ec32382d407c9ab5712ea855bad8accc0f98e9a508a724c67f833e80	הן במישרין והן באמצעות קרנות הפנסיה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
438ac3eddfff1c5a86427e056b9b48fe4c5c8c6fda20e1795e23749e06eeb352	הגדלים של מסכי מחשב הפכו להיות מגוכחים		ציטוט עצמי
4390f70f1304d8299123c5ae93fdb7282c4fcef26d5bf8bd40cb27144bcbda03	לעניין הילדים שכבר משולמות בגינם קצבאות ילדים מוגדלות ביחס לקצבאות הילד הראשון והשני		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
43a38f2b413e69c430d0ca516067a48e11edc34ff0bd67ee8e65566e1130a0a3	"""למשל ב""ארומה"" תל-אביב, לדבר בערבית"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175836.doc
43a5420a13196ac1da8cdad64a039c2e2d619348ef11afc7ca6cdc74251c2606	רוב האירועים הם סמוך למעלה-הזיתים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
43b680abe994c30caef547d33f5e62602f314781ee4a995273241eb6b34a4b55	נתנה גם מקום לכשרונות חדשים שסוף-סוף יכלו להתחיל ולהפיק סדרות וסרטים קצרים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181452.doc
43b94b8877a505e2ec3d7bdc1be793650698ff04f109a18e3ba18b53b227ff00	אַכְזְרִיּ֣וּת חֵ֭מָה וְשֶׁ֣טֶף אָ֑ף וּמִ֥י יַ֝עֲמֹד לִפְנֵ֥י קִנְאָֽה׃		book of proverbs
43bbc96856945c4e0f4f1e9f268148a37f57b25e79e109215b3f3413ad5c344f	מר פואד סניורה השמיע דברי טעם		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc
43bffcee9d0fd9d3ad96d10db4821252c788d723f06dc736dfc818fe1dac61b4	כל שנה יש מאות הרוגים כתוצאה מתאונות דרכים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
43cc5f09ae2aa9e4dd7d1468d6da5f6e959bfc3b60a3c38ab028b70073c4ee97	"""כתיבת הוראות מקצועיות לטיפול ופרסומן בקרב חיילי צה""ל"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
43cd576fbae7c160003e2998771709473d2f140210bfaa33600c66e0fc67d215	"""לא שמעתי גם אזהרות ל""חמאס"" שייקח אחריות למה שמתרחש בעזה"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_202977.doc
43ceacdfee106204b3c3f41c221e0a5abc8e03a80069319c58a0c4890449a8be	שהוא כידוע יושב-ראש ועדת הפנים והגנת הסביבה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
